model,series_idx,fold_id,decile,MAE,RMSE,MAPE,sMAPE,MASE,WAPE
SNaive,45,1,3,548.3777777777777,640.982041696784,26.455425978358576,22.63235091366889,0.35060774187131927,24.23079000211112
SNaive,45,2,3,1009.6999999999999,1097.178827721352,32.43165832026364,39.812400250543554,0.7214672677432347,33.76189122765953
SNaive,45,3,3,895.9277777777778,985.450038476499,41.37765182214127,33.644905812656525,0.6586536951093382,39.03701892702481
SNaive,45,4,3,718.7611111111112,857.131468264285,41.012229753602774,31.748761912432176,0.5519251705555726,39.49502103315851
SNaive,45,5,3,278.4333333333333,350.52163667565196,14.489323728909046,14.08417850212866,0.23000955666780046,14.257145214192851
SNaive,46,0,6,4950.0,5138.903903881968,65.8220671599384,99.84272015645702,6.663461538461538,67.8082191780822
SNaive,46,1,6,1855.5555555555557,2468.6928615047364,21.733517872759432,27.66013161232006,1.1733021077283372,22.296395193591458
SNaive,46,2,6,666.6666666666666,874.3251365736002,7.913544466968592,8.016238389299417,0.42065009560229444,8.0
SNaive,46,3,6,850.0,1012.4228365658294,11.797906082998749,10.900616148027243,0.5898576512455516,11.19239209948793
SNaive,47,0,5,636.2022222222223,689.0818566598441,12.122602585229842,13.022521778547224,0.7514924339814932,12.307326571613975
SNaive,48,0,0,196.50305555555556,228.3751650633716,23.229499297829104,21.794685968858516,0.9635729545598661,21.78152625221199
SNaive,49,0,5,843.893580299389,1000.0297978047778,13.63110358226121,15.00944398019161,1.574400539235174,14.315847314826636
SNaive,50,6,8,168.27777777777777,198.3536404169751,2.158916754701202,2.179157497717401,0.5336801498544113,2.171450692512832
SNaive,50,7,8,414.1666666666667,459.979166194876,5.088292871877017,5.251575678571687,1.397974764928072,5.128963681020426
SNaive,50,8,8,452.8888888888889,459.94335400013,5.383330874495862,5.5368479889179145,1.5260326374476052,5.389039465855754
SNaive,50,9,8,158.0,170.52500631220565,1.8567147792354923,1.8749425457534319,0.5151837923613677,1.8611956415038777
SNaive,50,10,8,157.72222222222223,187.93926323859702,1.8180448998966043,1.8416429032191701,0.5366616958265947,1.8294293907271966
SNaive,51,4,1,123.36732222222223,172.1768094566519,7.963727074727231,8.477943140063573,1.1726494441784179,8.119379116725645
SNaive,51,5,1,275.4294,318.8437363527626,23.980475534297383,20.71767366613623,2.5956542778091363,21.606894075711917
SNaive,51,6,1,325.7470388888889,378.79252470758166,29.62742656357909,24.740401323433126,2.748593945714721,29.406457986694072
SNaive,51,7,1,217.5336,247.4503591724476,16.503983551849416,18.13772806370898,1.6268720770090301,16.873548153643476
SNaive,51,8,1,258.69881666666663,289.0002086121517,17.57408766652216,19.749731416226098,1.8789775916399845,17.747211843517228
SNaive,52,4,5,1407.8116666666665,1788.8611598273603,50.53170244318789,39.94979300353466,1.2485532847936667,40.174311730252
SNaive,52,5,5,1438.3255555555559,1767.698175214184,51.82041749274992,37.91142713482631,1.2509183625906515,44.707896469145005
SNaive,52,6,5,1364.0327777777777,1548.089103818353,35.64114135958778,42.56854357603952,1.1490450397353502,34.34639617711079
SNaive,52,7,5,939.7727777777777,1257.8254993815497,27.44964253864326,25.758857837301502,0.7822510667221853,22.433977498001408
SNaive,52,8,5,1004.8427777777779,1326.4401328765487,22.898904959949768,26.160291323362202,0.8593251543069489,21.96522224049233
SNaive,53,5,9,294.44444444444446,377.85946829182114,3.09088693957115,3.172049944394496,0.7622673434856176,3.0957943925233646
SNaive,53,6,9,188.88888888888889,218.58128414340004,1.942133525804365,1.9676366482945469,0.5126984126984127,1.9529006318207927
SNaive,53,7,9,277.77777777777777,300.0,2.8033041679930664,2.8497104407592393,0.8027522935779816,2.81214848143982
